source,target,start,end
tuitafatinha,delucca,2018-07-24 04:50:18,2018-07-24 04:50:18
jrrosado,delucca,2018-07-24 04:50:16,2018-07-24 04:50:16
ck1rzhh4,delucca,2018-07-24 04:50:11,2018-07-24 04:50:11
ck1rzhh4,delucca,2018-07-24 04:49:53,2018-07-24 04:49:53
ck1rzhh4,delucca,2018-07-24 04:49:44,2018-07-24 04:49:44
AdsumP,delucca,2018-07-24 04:49:18,2018-07-24 04:49:18
HowesJor,delucca,2018-07-24 04:49:16,2018-07-24 04:49:16
renansrocha,delucca,2018-07-24 04:49:08,2018-07-24 04:49:08
Martaclari,cyrusafa,2018-07-24 04:48:53,2018-07-24 04:48:53
Ahasuerus_I_,delucca,2018-07-24 04:48:51,2018-07-24 04:48:51
renansrocha,delucca,2018-07-24 04:48:00,2018-07-24 04:48:00
renansrocha,delucca,2018-07-24 04:47:44,2018-07-24 04:47:44
tuitafatinha,delucca,2018-07-24 04:45:46,2018-07-24 04:45:46
tuitafatinha,delucca,2018-07-24 04:45:16,2018-07-24 04:45:16
MiriamS10077220,delucca,2018-07-24 04:44:57,2018-07-24 04:44:57
mauralops,delucca,2018-07-24 04:44:28,2018-07-24 04:44:28
dorafilha,delucca,2018-07-24 04:44:06,2018-07-24 04:44:06
dorafilha,delucca,2018-07-24 04:43:21,2018-07-24 04:43:21
dorafilha,delucca,2018-07-24 04:42:51,2018-07-24 04:42:51
dorafilha,delucca,2018-07-24 04:42:29,2018-07-24 04:42:29
dorafilha,delucca,2018-07-24 04:42:15,2018-07-24 04:42:15
dorafilha,delucca,2018-07-24 04:42:08,2018-07-24 04:42:08
rose38705916,delucca,2018-07-24 04:40:44,2018-07-24 04:40:44
IsaakDinensen,_tcandido,2018-07-24 04:39:52,2018-07-24 04:39:52
AlexProcopio7,delucca,2018-07-24 04:38:37,2018-07-24 04:38:37
AlinePergon,cyrusafa,2018-07-24 04:38:17,2018-07-24 04:38:17
Isaacbayma,delucca,2018-07-24 04:38:06,2018-07-24 04:38:06
Ahasuerus_I_,delucca,2018-07-24 04:37:56,2018-07-24 04:37:56
oan_max_ik,delucca,2018-07-24 04:37:09,2018-07-24 04:37:09
japadod,delucca,2018-07-24 04:36:59,2018-07-24 04:36:59
andre_kerber,delucca,2018-07-24 04:36:32,2018-07-24 04:36:32
EduSoriano666,delucca,2018-07-24 04:35:42,2018-07-24 04:35:42
xandaodalapa,delucca,2018-07-24 04:34:56,2018-07-24 04:34:56
xandaodalapa,delucca,2018-07-24 04:34:40,2018-07-24 04:34:40
Dany12Oliveira,delucca,2018-07-24 04:34:26,2018-07-24 04:34:26
Dany12Oliveira,cakiozz,2018-07-24 04:33:51,2018-07-24 04:33:51
Fabio77Fla,delucca,2018-07-24 04:33:48,2018-07-24 04:33:48
familiapetralha,delucca,2018-07-24 04:33:40,2018-07-24 04:33:40
humamad,delucca,2018-07-24 04:33:33,2018-07-24 04:33:33
renatoptrindade,delucca,2018-07-24 04:32:58,2018-07-24 04:32:58
rocaramicoli,delucca,2018-07-24 04:32:19,2018-07-24 04:32:19
rocaramicoli,delucca,2018-07-24 04:31:54,2018-07-24 04:31:54
mmalualves,cyrusafa,2018-07-24 04:31:35,2018-07-24 04:31:35
alinecoitinho,delucca,2018-07-24 04:31:15,2018-07-24 04:31:15
humamad,delucca,2018-07-24 04:27:41,2018-07-24 04:27:41
jaraujolopes,delucca,2018-07-24 04:26:34,2018-07-24 04:26:34
Fabio77Fla,delucca,2018-07-24 04:25:43,2018-07-24 04:25:43
radiofabio,delucca,2018-07-24 04:25:38,2018-07-24 04:25:38
Larissa38181557,jeanmistrelli,2018-07-24 04:25:05,2018-07-24 04:25:05
humamad,delucca,2018-07-24 04:25:01,2018-07-24 04:25:01
RonaldoMatiasP,delucca,2018-07-24 04:24:42,2018-07-24 04:24:42
RonaldoMatiasP,delucca,2018-07-24 04:24:23,2018-07-24 04:24:23
RonaldoMatiasP,delucca,2018-07-24 04:24:11,2018-07-24 04:24:11
CarolinaEich,delucca,2018-07-24 04:23:35,2018-07-24 04:23:35
JuninhoPaim13,delucca,2018-07-24 04:23:16,2018-07-24 04:23:16
Rogerdosax,delucca,2018-07-24 04:22:44,2018-07-24 04:22:44
rodrigoar_pe,delucca,2018-07-24 04:22:18,2018-07-24 04:22:18
k_rollita,delucca,2018-07-24 04:21:04,2018-07-24 04:21:04
otonstar,delucca,2018-07-24 04:20:19,2018-07-24 04:20:19
luanroiffe_,delucca,2018-07-24 04:19:47,2018-07-24 04:19:47
dgveras,delucca,2018-07-24 04:19:23,2018-07-24 04:19:23
luizoitavo,cyrusafa,2018-07-24 04:17:33,2018-07-24 04:17:33
luiscarlosjr,delucca,2018-07-24 04:16:50,2018-07-24 04:16:50
radiofabio,delucca,2018-07-24 04:16:09,2018-07-24 04:16:09
mario_electric,cyrusafa,2018-07-24 04:15:50,2018-07-24 04:15:50
Azevedo_Wall,delucca,2018-07-24 04:15:34,2018-07-24 04:15:34
Raquelagar,delucca,2018-07-24 04:15:26,2018-07-24 04:15:26
rosemarywarde,delucca,2018-07-24 04:15:15,2018-07-24 04:15:15
tiagojack,cyrusafa,2018-07-24 04:14:33,2018-07-24 04:14:33
shadowmaru,edvardvallek,2018-07-24 04:14:11,2018-07-24 04:14:11
macabia,cyrusafa,2018-07-24 04:14:06,2018-07-24 04:14:06
luiscarlosjr,delucca,2018-07-24 04:13:46,2018-07-24 04:13:46
RegiaraF,delucca,2018-07-24 04:13:45,2018-07-24 04:13:45
Pernetinha1,cyrusafa,2018-07-24 04:13:37,2018-07-24 04:13:37
rosemarywarde,delucca,2018-07-24 04:13:29,2018-07-24 04:13:29
igustabro,delucca,2018-07-24 04:13:18,2018-07-24 04:13:18
luiscarlosjr,cyrusafa,2018-07-24 04:13:06,2018-07-24 04:13:06
radiofabio,delucca,2018-07-24 04:12:59,2018-07-24 04:12:59
pesparsos,delucca,2018-07-24 04:12:37,2018-07-24 04:12:37
alvillaca,delucca,2018-07-24 04:12:28,2018-07-24 04:12:28
radiofabio,nadanovonofront,2018-07-24 04:12:15,2018-07-24 04:12:15
jose_itamar,delucca,2018-07-24 04:11:48,2018-07-24 04:11:48
botoxverde,delucca,2018-07-24 04:10:47,2018-07-24 04:10:47
souzaglaucio_,delucca,2018-07-24 04:10:44,2018-07-24 04:10:44
rosemarywarde,delucca,2018-07-24 04:10:39,2018-07-24 04:10:39
Helderroma,delucca,2018-07-24 04:10:22,2018-07-24 04:10:22
rj_barbossa,delucca,2018-07-24 04:09:49,2018-07-24 04:09:49
botoxverde,delucca,2018-07-24 04:09:33,2018-07-24 04:09:33
radiofabio,delucca,2018-07-24 04:08:52,2018-07-24 04:08:52
radiofabio,cyrusafa,2018-07-24 04:08:26,2018-07-24 04:08:26
artesdepagu,delucca,2018-07-24 04:08:15,2018-07-24 04:08:15
danasbr,cyrusafa,2018-07-24 04:07:03,2018-07-24 04:07:03
affchico,cyrusafa,2018-07-24 04:06:12,2018-07-24 04:06:12
radiofabio,delucca,2018-07-24 04:05:31,2018-07-24 04:05:31
Ricardo__Dantas,delucca,2018-07-24 04:04:28,2018-07-24 04:04:28
siilvathaa,cyrusafa,2018-07-24 04:03:25,2018-07-24 04:03:25
bobpenno,delucca,2018-07-24 04:01:34,2018-07-24 04:01:34
fepopsonic,cyrusafa,2018-07-24 04:01:20,2018-07-24 04:01:20
MortimerW,delucca,2018-07-24 04:01:07,2018-07-24 04:01:07
kitita_jones,delucca,2018-07-24 04:01:03,2018-07-24 04:01:03
HaulGiordan,cyrusafa,2018-07-24 04:00:45,2018-07-24 04:00:45
IreneHolanda,delucca,2018-07-24 04:00:39,2018-07-24 04:00:39
biawillcox,delucca,2018-07-24 03:59:21,2018-07-24 03:59:21
Anabednarski,delucca,2018-07-24 03:58:30,2018-07-24 03:58:30
mateus_orsini,cyrusafa,2018-07-24 03:57:58,2018-07-24 03:57:58
melvieirav,delucca,2018-07-24 03:57:51,2018-07-24 03:57:51
_PoorYorick,delucca,2018-07-24 03:57:20,2018-07-24 03:57:20
luciferosdemo,delucca,2018-07-24 03:56:15,2018-07-24 03:56:15
vivazedirceu,cyrusafa,2018-07-24 03:55:46,2018-07-24 03:55:46
lboy00,delucca,2018-07-24 03:55:42,2018-07-24 03:55:42
BadkeAlexandre,delucca,2018-07-24 03:55:42,2018-07-24 03:55:42
lboy00,delucca,2018-07-24 03:55:40,2018-07-24 03:55:40
pimentasiria,delucca,2018-07-24 03:54:44,2018-07-24 03:54:44
todanine,delucca,2018-07-24 03:54:29,2018-07-24 03:54:29
pimentasiria,delucca,2018-07-24 03:54:21,2018-07-24 03:54:21
ElisetePaes,delucca,2018-07-24 03:54:05,2018-07-24 03:54:05
vivazedirceu,nadanovonofront,2018-07-24 03:54:03,2018-07-24 03:54:03
joaoand26,delucca,2018-07-24 03:53:44,2018-07-24 03:53:44
todanine,delucca,2018-07-24 03:53:17,2018-07-24 03:53:17
ljumpeer,delucca,2018-07-24 03:52:36,2018-07-24 03:52:36
joaoand26,delucca,2018-07-24 03:52:35,2018-07-24 03:52:35
brincandotb,delucca,2018-07-24 03:52:20,2018-07-24 03:52:20
francisodre,delucca,2018-07-24 03:51:27,2018-07-24 03:51:27
luckaasv,delucca,2018-07-24 03:51:18,2018-07-24 03:51:18
ErnestoPamplona,cyrusafa,2018-07-24 03:51:05,2018-07-24 03:51:05
francisodre,delucca,2018-07-24 03:50:53,2018-07-24 03:50:53
elzamariana,pedrolapera,2018-07-24 03:50:52,2018-07-24 03:50:52
onca_vermelha,delucca,2018-07-24 03:50:29,2018-07-24 03:50:29
hannahcovolo,delucca,2018-07-24 03:50:21,2018-07-24 03:50:21
taiss_almeida,delucca,2018-07-24 03:50:00,2018-07-24 03:50:00
jwilsonfsf,JoaoNetoRio,2018-07-24 03:49:50,2018-07-24 03:49:50
Clariss97071595,LeomarCLima,2018-07-24 03:49:47,2018-07-24 03:49:47
humamad,delucca,2018-07-24 03:49:35,2018-07-24 03:49:35
AlexssandraDias,delucca,2018-07-24 03:49:04,2018-07-24 03:49:04
eduardosterzi,_tcandido,2018-07-24 03:48:27,2018-07-24 03:48:27
gleissoncaixeta,delucca,2018-07-24 03:48:17,2018-07-24 03:48:17
Clariss97071595,delucca,2018-07-24 03:47:43,2018-07-24 03:47:43
arte_prima,voltalula2018,2018-07-24 03:46:44,2018-07-24 03:46:44
Clariss97071595,delucca,2018-07-24 03:46:39,2018-07-24 03:46:39
RonaldoM1502,delucca,2018-07-24 03:46:28,2018-07-24 03:46:28
gorfo_verdades,delucca,2018-07-24 03:46:25,2018-07-24 03:46:25
LucianoMClaros,delucca,2018-07-24 03:45:46,2018-07-24 03:45:46
paulamartpop,delucca,2018-07-24 03:45:05,2018-07-24 03:45:05
vivazedirceu,cyrusafa,2018-07-24 03:43:14,2018-07-24 03:43:14
dani_mendes,cyrusafa,2018-07-24 03:42:59,2018-07-24 03:42:59
nininco49brc,delucca,2018-07-24 03:42:54,2018-07-24 03:42:54
fabiotaka,delucca,2018-07-24 03:42:48,2018-07-24 03:42:48
voterafael13,delucca,2018-07-24 03:42:35,2018-07-24 03:42:35
nininco49brc,delucca,2018-07-24 03:42:32,2018-07-24 03:42:32
nininco49brc,delucca,2018-07-24 03:42:30,2018-07-24 03:42:30
_dedemoreira,cyrusafa,2018-07-24 03:42:00,2018-07-24 03:42:00
paulamartpop,delucca,2018-07-24 03:41:13,2018-07-24 03:41:13
Juliana_oss1,delucca,2018-07-24 03:40:35,2018-07-24 03:40:35
canaldirection,delucca,2018-07-24 03:40:17,2018-07-24 03:40:17
lula_livre,cyrusafa,2018-07-24 03:40:14,2018-07-24 03:40:14
canaldirection,delucca,2018-07-24 03:39:44,2018-07-24 03:39:44
OTiroDaCleusa,delucca,2018-07-24 03:39:33,2018-07-24 03:39:33
claudiacorbi,delucca,2018-07-24 03:39:09,2018-07-24 03:39:09
canaldirection,cyrusafa,2018-07-24 03:39:08,2018-07-24 03:39:08
binhoio,delucca,2018-07-24 03:38:56,2018-07-24 03:38:56
marciovillar,cyrusafa,2018-07-24 03:38:43,2018-07-24 03:38:43
Caio_Ortega,_tcandido,2018-07-24 03:38:41,2018-07-24 03:38:41
canaldirection,delucca,2018-07-24 03:38:38,2018-07-24 03:38:38
RazeraSergio,delucca,2018-07-24 03:38:17,2018-07-24 03:38:17
cesarotti,cyrusafa,2018-07-24 03:38:17,2018-07-24 03:38:17
Rangel_Lucia,nadanovonofront,2018-07-24 03:37:48,2018-07-24 03:37:48
cesarotti,nadanovonofront,2018-07-24 03:37:45,2018-07-24 03:37:45
artista_Fran,delucca,2018-07-24 03:37:40,2018-07-24 03:37:40
thuintter,_tcandido,2018-07-24 03:37:38,2018-07-24 03:37:38
Rangel_Lucia,cyrusafa,2018-07-24 03:37:35,2018-07-24 03:37:35
RazeraSergio,delucca,2018-07-24 03:36:32,2018-07-24 03:36:32
klaudioRn,delucca,2018-07-24 03:36:26,2018-07-24 03:36:26
artista_Fran,delucca,2018-07-24 03:35:24,2018-07-24 03:35:24
artista_Fran,delucca,2018-07-24 03:35:22,2018-07-24 03:35:22
Luks_fK,delucca,2018-07-24 03:35:05,2018-07-24 03:35:05
artista_Fran,delucca,2018-07-24 03:34:55,2018-07-24 03:34:55
artista_Fran,delucca,2018-07-24 03:34:49,2018-07-24 03:34:49
joserdsn,cyrusafa,2018-07-24 03:34:17,2018-07-24 03:34:17
emandias,delucca,2018-07-24 03:33:36,2018-07-24 03:33:36
joserdsn,delucca,2018-07-24 03:32:59,2018-07-24 03:32:59
MaazMarly,delucca,2018-07-24 03:32:27,2018-07-24 03:32:27
Yarus13,delucca,2018-07-24 03:32:20,2018-07-24 03:32:20
carmennnunes,delucca,2018-07-24 03:32:19,2018-07-24 03:32:19
JonathanVicent,delucca,2018-07-24 03:32:10,2018-07-24 03:32:10
FJK_zimba,delucca,2018-07-24 03:31:14,2018-07-24 03:31:14
joaomaringa,delucca,2018-07-24 03:30:55,2018-07-24 03:30:55
jacbellio,delucca,2018-07-24 03:30:54,2018-07-24 03:30:54
jacbellio,delucca,2018-07-24 03:30:47,2018-07-24 03:30:47
canaldirection,delucca,2018-07-24 03:30:42,2018-07-24 03:30:42
yonaspe44,delucca,2018-07-24 03:30:33,2018-07-24 03:30:33
RonaldoM1502,IgorDrumond,2018-07-24 03:30:31,2018-07-24 03:30:31
_MauricioDias,delucca,2018-07-24 03:30:19,2018-07-24 03:30:19
BernardoCadarn,delucca,2018-07-24 03:30:09,2018-07-24 03:30:09
_MauricioDias,delucca,2018-07-24 03:30:08,2018-07-24 03:30:08
joaomaringa,cyrusafa,2018-07-24 03:30:02,2018-07-24 03:30:02
RonaldoM1502,delucca,2018-07-24 03:29:54,2018-07-24 03:29:54
RonaldoM1502,delucca,2018-07-24 03:29:03,2018-07-24 03:29:03
yonaspe44,delucca,2018-07-24 03:28:51,2018-07-24 03:28:51
_MauricioDias,delucca,2018-07-24 03:28:33,2018-07-24 03:28:33
alexbastos19,delucca,2018-07-24 03:28:33,2018-07-24 03:28:33
humamad,delucca,2018-07-24 03:28:24,2018-07-24 03:28:24
AugustaEcoP,delucca,2018-07-24 03:28:20,2018-07-24 03:28:20
jose17antonio,delucca,2018-07-24 03:28:18,2018-07-24 03:28:18
marchesx,delucca,2018-07-24 03:28:12,2018-07-24 03:28:12
jose17antonio,delucca,2018-07-24 03:28:06,2018-07-24 03:28:06
_MauricioDias,delucca,2018-07-24 03:27:48,2018-07-24 03:27:48
yonaspe44,delucca,2018-07-24 03:27:40,2018-07-24 03:27:40
IRINEUMESSIAS,delucca,2018-07-24 03:27:33,2018-07-24 03:27:33
malungorei,delucca,2018-07-24 03:27:32,2018-07-24 03:27:32
tataccorreia,DoraMonts,2018-07-24 03:27:30,2018-07-24 03:27:30
yonaspe44,delucca,2018-07-24 03:26:41,2018-07-24 03:26:41
vpougy,nadanovonofront,2018-07-24 03:26:22,2018-07-24 03:26:22
yonaspe44,delucca,2018-07-24 03:26:13,2018-07-24 03:26:13
msdias70,delucca,2018-07-24 03:26:11,2018-07-24 03:26:11
_MauricioDias,delucca,2018-07-24 03:25:49,2018-07-24 03:25:49
yonaspe44,delucca,2018-07-24 03:25:40,2018-07-24 03:25:40
alexbastos19,delucca,2018-07-24 03:25:12,2018-07-24 03:25:12
AlvarodeSouza16,delucca,2018-07-24 03:25:00,2018-07-24 03:25:00
llohanamello,delucca,2018-07-24 03:24:28,2018-07-24 03:24:28
thiagofc1982,DoraMonts,2018-07-24 03:24:17,2018-07-24 03:24:17
Warley_Lopes,delucca,2018-07-24 03:24:15,2018-07-24 03:24:15
jrmutti,cyrusafa,2018-07-24 03:24:12,2018-07-24 03:24:12
daayferreira_,delucca,2018-07-24 03:23:57,2018-07-24 03:23:57
xotomatoe,delucca,2018-07-24 03:23:57,2018-07-24 03:23:57
loucaporlivro,cyrusafa,2018-07-24 03:23:56,2018-07-24 03:23:56
LyllaPinheiro,delucca,2018-07-24 03:23:40,2018-07-24 03:23:40
_MauricioDias,delucca,2018-07-24 03:23:33,2018-07-24 03:23:33
alinde_gk,senhor_mancuzo,2018-07-24 03:23:19,2018-07-24 03:23:19
humamad,cyrusafa,2018-07-24 03:23:16,2018-07-24 03:23:16
julioporto,cyrusafa,2018-07-24 03:22:57,2018-07-24 03:22:57
Biaborbo,cyrusafa,2018-07-24 03:22:31,2018-07-24 03:22:31
maira203,cakiozz,2018-07-24 03:22:24,2018-07-24 03:22:24
vivazedirceu,delucca,2018-07-24 03:22:23,2018-07-24 03:22:23
thiagofc1982,charlesnisz,2018-07-24 03:21:47,2018-07-24 03:21:47
alcarpinteiro,delucca,2018-07-24 03:21:46,2018-07-24 03:21:46
thiagofc1982,delucca,2018-07-24 03:21:41,2018-07-24 03:21:41
loucaporlivro,delucca,2018-07-24 03:21:39,2018-07-24 03:21:39
danibentancor2,delucca,2018-07-24 03:21:28,2018-07-24 03:21:28
c_andre2011,delucca,2018-07-24 03:21:27,2018-07-24 03:21:27
adriwanderley,delucca,2018-07-24 03:21:20,2018-07-24 03:21:20
julioporto,cyrusafa,2018-07-24 03:21:12,2018-07-24 03:21:12
daniel_bettu,delucca,2018-07-24 03:20:52,2018-07-24 03:20:52
demetera2,cyrusafa,2018-07-24 03:20:14,2018-07-24 03:20:14
LyllaPinheiro,delucca,2018-07-24 03:20:07,2018-07-24 03:20:07
demetera2,cyrusafa,2018-07-24 03:19:59,2018-07-24 03:19:59
demetera2,delucca,2018-07-24 03:19:51,2018-07-24 03:19:51
ComunicadorP,cesarotti,2018-07-24 03:17:25,2018-07-24 03:17:25
JotaAlmeida,delucca,2018-07-24 03:16:01,2018-07-24 03:16:01
mau10,cesarotti,2018-07-24 03:15:26,2018-07-24 03:15:26
mariachiaretti,delucca,2018-07-24 03:15:24,2018-07-24 03:15:24
spnomundo1,delucca,2018-07-24 03:14:54,2018-07-24 03:14:54
biorha,LeomarCLima,2018-07-24 03:14:32,2018-07-24 03:14:32
moniqqbel,moniqqbel,2018-07-24 03:14:31,2018-07-24 03:14:31
carminhabrazuca,delucca,2018-07-24 03:14:28,2018-07-24 03:14:28
cafecomcapucino,delucca,2018-07-24 03:14:04,2018-07-24 03:14:04
lgodan,delucca,2018-07-24 03:14:00,2018-07-24 03:14:00
edulopezssa,delucca,2018-07-24 03:13:56,2018-07-24 03:13:56
demetera2,delucca,2018-07-24 03:12:59,2018-07-24 03:12:59
Egon7,cyrusafa,2018-07-24 03:12:59,2018-07-24 03:12:59
Chryx0,cyrusafa,2018-07-24 03:12:56,2018-07-24 03:12:56
patacoadacleber,delucca,2018-07-24 03:12:52,2018-07-24 03:12:52
lgodan,delucca,2018-07-24 03:12:49,2018-07-24 03:12:49
lgodan,delucca,2018-07-24 03:12:39,2018-07-24 03:12:39
leticiahirosue,cyrusafa,2018-07-24 03:12:37,2018-07-24 03:12:37
Felipe_mengo81,delucca,2018-07-24 03:12:30,2018-07-24 03:12:30
alcarpinteiro,delucca,2018-07-24 03:12:12,2018-07-24 03:12:12
RivotrilCristin,delucca,2018-07-24 03:12:11,2018-07-24 03:12:11
isascostas,delucca,2018-07-24 03:11:48,2018-07-24 03:11:48
harrysson1954,delucca,2018-07-24 03:11:44,2018-07-24 03:11:44
demetera2,delucca,2018-07-24 03:10:59,2018-07-24 03:10:59
bebummineiro,cyrusafa,2018-07-24 03:10:49,2018-07-24 03:10:49
alcarpinteiro,cyrusafa,2018-07-24 03:10:43,2018-07-24 03:10:43
govindavaca,delucca,2018-07-24 03:09:42,2018-07-24 03:09:42
isaesg,cyrusafa,2018-07-24 03:09:31,2018-07-24 03:09:31
demetera2,delucca,2018-07-24 03:09:25,2018-07-24 03:09:25
igorfdal,cyrusafa,2018-07-24 03:09:23,2018-07-24 03:09:23
Esouza9105,delucca,2018-07-24 03:09:14,2018-07-24 03:09:14
RfaneX,delucca,2018-07-24 03:09:10,2018-07-24 03:09:10
demetera2,delucca,2018-07-24 03:08:49,2018-07-24 03:08:49
RfaneX,delucca,2018-07-24 03:08:49,2018-07-24 03:08:49
jose17antonio,delucca,2018-07-24 03:08:41,2018-07-24 03:08:41
RfaneX,delucca,2018-07-24 03:08:37,2018-07-24 03:08:37
alcarpinteiro,delucca,2018-07-24 03:08:36,2018-07-24 03:08:36
Luciluladasilva,delucca,2018-07-24 03:08:34,2018-07-24 03:08:34
Geraldosadz,cyrusafa,2018-07-24 03:08:30,2018-07-24 03:08:30
jose17antonio,cyrusafa,2018-07-24 03:08:29,2018-07-24 03:08:29
bebummineiro,delucca,2018-07-24 03:08:21,2018-07-24 03:08:21
demetera2,delucca,2018-07-24 03:08:10,2018-07-24 03:08:10
bellephn,cyrusafa,2018-07-24 03:08:10,2018-07-24 03:08:10
LisetePSOL,delucca,2018-07-24 03:08:08,2018-07-24 03:08:08
SerpaDanielc,delucca,2018-07-24 03:08:08,2018-07-24 03:08:08
malungorei,delucca,2018-07-24 03:08:06,2018-07-24 03:08:06
_wtfgb,delucca,2018-07-24 03:07:49,2018-07-24 03:07:49
juliocesaramor,delucca,2018-07-24 03:07:05,2018-07-24 03:07:05
demetera2,delucca,2018-07-24 03:06:58,2018-07-24 03:06:58
MarioMacjunior,cyrusafa,2018-07-24 03:06:45,2018-07-24 03:06:45
M11cvh,delucca,2018-07-24 03:06:40,2018-07-24 03:06:40
bellephn,cyrusafa,2018-07-24 03:06:28,2018-07-24 03:06:28
rtitareis,_tcandido,2018-07-24 03:06:25,2018-07-24 03:06:25
EuMesmoAdissonN,delucca,2018-07-24 03:06:18,2018-07-24 03:06:18
Wendryck,delucca,2018-07-24 03:06:14,2018-07-24 03:06:14
JonathanVicent,delucca,2018-07-24 03:06:12,2018-07-24 03:06:12
MarioMatheus7,delucca,2018-07-24 03:06:05,2018-07-24 03:06:05
MarioMatheus7,delucca,2018-07-24 03:06:02,2018-07-24 03:06:02
Robertagbetty,delucca,2018-07-24 03:05:54,2018-07-24 03:05:54
Wendryck,delucca,2018-07-24 03:05:47,2018-07-24 03:05:47
Wendryck,delucca,2018-07-24 03:05:26,2018-07-24 03:05:26
jadrianoc,cakiozz,2018-07-24 03:05:19,2018-07-24 03:05:19
nicolasvargas,delucca,2018-07-24 03:05:14,2018-07-24 03:05:14
Robertagbetty,delucca,2018-07-24 03:05:08,2018-07-24 03:05:08
Marcosant1910,jcsdaniel,2018-07-24 03:04:45,2018-07-24 03:04:45
jeff_elbert,delucca,2018-07-24 03:04:43,2018-07-24 03:04:43
wtoume,delucca,2018-07-24 03:04:33,2018-07-24 03:04:33
DanniGoulart,delucca,2018-07-24 03:04:25,2018-07-24 03:04:25
alcarpinteiro,delucca,2018-07-24 03:04:24,2018-07-24 03:04:24
emirsader,delucca,2018-07-24 03:04:17,2018-07-24 03:04:17
lunardi_renan,delucca,2018-07-24 03:04:17,2018-07-24 03:04:17
victorbh,delucca,2018-07-24 03:04:00,2018-07-24 03:04:00
lunardi_renan,delucca,2018-07-24 03:03:58,2018-07-24 03:03:58
Guttto,pedrolapera,2018-07-24 03:03:11,2018-07-24 03:03:11
semprevespa,delucca,2018-07-24 03:03:10,2018-07-24 03:03:10
Caio_Ortega,delucca,2018-07-24 03:03:05,2018-07-24 03:03:05
fabiooneves,delucca,2018-07-24 03:02:46,2018-07-24 03:02:46
SilvaAlelima,charlesnisz,2018-07-24 03:02:28,2018-07-24 03:02:28
foreverxer,delucca,2018-07-24 03:01:38,2018-07-24 03:01:38
bobjackk,delucca,2018-07-24 03:01:27,2018-07-24 03:01:27
Ecilair,delucca,2018-07-24 03:01:12,2018-07-24 03:01:12
Vellazquez,delucca,2018-07-24 03:01:10,2018-07-24 03:01:10
VictorHEY3,delucca,2018-07-24 03:01:09,2018-07-24 03:01:09
jose17antonio,cyrusafa,2018-07-24 03:00:45,2018-07-24 03:00:45
srdbarros,delucca,2018-07-24 03:00:40,2018-07-24 03:00:40
SorayaLee,cyrusafa,2018-07-24 03:00:38,2018-07-24 03:00:38
PedroCarriello1,delucca,2018-07-24 03:00:30,2018-07-24 03:00:30
PedroCarriello1,IgorDrumond,2018-07-24 03:00:15,2018-07-24 03:00:15
CelsoEcon,cyrusafa,2018-07-24 03:00:01,2018-07-24 03:00:01
RichardsonCar,delucca,2018-07-24 03:00:01,2018-07-24 03:00:01
vouatras,delucca,2018-07-24 02:59:26,2018-07-24 02:59:26
deltanz,delucca,2018-07-24 02:59:20,2018-07-24 02:59:20
vouatras,delucca,2018-07-24 02:59:18,2018-07-24 02:59:18
abcasjr,nadanovonofront,2018-07-24 02:59:11,2018-07-24 02:59:11
vouatras,delucca,2018-07-24 02:59:10,2018-07-24 02:59:10
vouatras,delucca,2018-07-24 02:59:04,2018-07-24 02:59:04
Enzo2603,delucca,2018-07-24 02:58:58,2018-07-24 02:58:58
Radamanto,cyrusafa,2018-07-24 02:58:41,2018-07-24 02:58:41
vouatras,delucca,2018-07-24 02:58:40,2018-07-24 02:58:40
vouatras,delucca,2018-07-24 02:58:31,2018-07-24 02:58:31
adrianodolph,delucca,2018-07-24 02:58:30,2018-07-24 02:58:30
vouatras,delucca,2018-07-24 02:58:23,2018-07-24 02:58:23
cdiniz76,delucca,2018-07-24 02:58:14,2018-07-24 02:58:14
Nicolas0_0,cyrusafa,2018-07-24 02:58:10,2018-07-24 02:58:10
Vidal53,delucca,2018-07-24 02:58:04,2018-07-24 02:58:04
abcasjr,cyrusafa,2018-07-24 02:58:01,2018-07-24 02:58:01
ClaudomiroSales,delucca,2018-07-24 02:57:51,2018-07-24 02:57:51
Baalmug,delucca,2018-07-24 02:57:47,2018-07-24 02:57:47
adrianodolph,cyrusafa,2018-07-24 02:57:39,2018-07-24 02:57:39
ClaudomiroSales,delucca,2018-07-24 02:57:38,2018-07-24 02:57:38
lucianojornal,cyrusafa,2018-07-24 02:57:36,2018-07-24 02:57:36
JamileAlabi,delucca,2018-07-24 02:57:26,2018-07-24 02:57:26
geison_ml,cyrusafa,2018-07-24 02:57:00,2018-07-24 02:57:00
Erlopez10Lopez,delucca,2018-07-24 02:56:44,2018-07-24 02:56:44
Claudio_msz,nadanovonofront,2018-07-24 02:56:34,2018-07-24 02:56:34
JamileAlabi,delucca,2018-07-24 02:56:29,2018-07-24 02:56:29
geison_ml,delucca,2018-07-24 02:56:23,2018-07-24 02:56:23
nao_golpe,delucca,2018-07-24 02:56:16,2018-07-24 02:56:16
110977martins,delucca,2018-07-24 02:56:15,2018-07-24 02:56:15
magigcs1,delucca,2018-07-24 02:56:02,2018-07-24 02:56:02
