"plain text"
"@rodaviva @jornal_cultura @geraldoalckmin Por que quando o #RodaViva #entrevista alguém da esquerda, sempre tenta envolver o #Lula. Já com #Alckmin não citam o #Aecio? São partidários!? Não deveria ser!"
"RT @Moses_Besouchet: o Alckmin tá dizendo q é filho do povo. vdd, o povo sempre o sustentou, coisa q só se faz por um filho."
"RT @Ro_Moller: Geraldo Alckmin 
- Galera do centrão, me apóiem para que eu possa cortar os privilégios que vocês têm??

Centrão
- Claro, já…"
"RT @JoselitoMuller3: É humanamente impossível assistir uma entrevista inteira do Alckmin.
Caba chato do carai"
"Geraldo Alckmin no #RodaViva . Que sono..... Discurso que carrega os vícios do político típico que protege o establishment, contribuiu decisivamente para sermos o país quebrado que somos e do qual precisamos nos livrar."
"RT @malugaspar: E Caixa 2, teve? Não acredito, diz Alckmin. É um homem de fé. https://t.co/L5oROFuugA"
"RT @noahshuster: Pergunta sobre segurança pública para Alckmin: 

Você só combate o crime organizado com construção de presídios?

Alckmin:…"
"RT @lindberghfarias: Roda Viva com Alckmin parece um chá das cinco entre velhos amigos. Uma cordialidade impressionante. Em comparação com…"
"RT @calu_barros: Sabe quantas vezes o Alckmin foi interrompido até agora? Uma.
Alguém perguntou pra ele sobre roubo de merenda, PCC, água d…"
"RT @Usinagem: Alckmin, Mentiroso, chefe das corporações de morte da Polícia assassina e mentiroso. Roda viva manipulado #RodaViva . Vai dar…"
"#RodaViva essa foi pra beijar a viúva e fechar o caixão - ALCKMIN GOSTA DE GENTE."
"RT @UOLNoticias: Alckmin cede e já defende 'contribuição sindical'  https://t.co/aQilG2r386"
"RT @FatosNacionais: A bancada do Roda Viva entrevistando o Alckmin. https://t.co/ykFJb3fb9X"
"Marina Silva - Alguns dos Prêmios: 
Champions of the Earth (ONU)
The Duke of Edinburgh's Award (WWF)
Sophie (Sophie Foundation)
Jovens de futuro no mundo (Time)
Ordem do mérito militar (Comando militar do exército)

Geraldo Alckmin - Prêmios ?
Jair Bolsonaro - Prêmios ?"
"RT @DCM_online: Diretora de ONG da educação participa do Roda Viva de Alckmin e não pergunta… sobre educação nas gestões do tucano https://…"
"‘Vc gosta de café?’
Alckmin: ‘não, eu gosto de gente’ ???"
"Qual seu hobby? Ir pra Pindamonhangaba!

Geraldo Alckmin no #RodaViva"
"RT @delucca: Alckmin respondeu agora no #RodaViva, por quase dois minutos, uma pergunta sobre corrupção que não citava a Máfia da Merenda o…"
"RT @nelson_reaca: O capacho dos tucanos no #RodaViva disfarçado de jornalista do @Estadao, disse que o QUADRILHÃO DO ALCKMIN @geraldoalck…"
"RT @delucca: Outra coisa maravilhosa no #RodaViva são os tuites que eles escolhem pra aparecer: na entrevista da @ManuelaDavila, os que apa…"
"RT @blogdojefferson: “Retorno do imposto sindical? Esquece!” disse Geraldo Alckmin no Roda Viva. Perfeito! Acredito que esclarece de vez a…"
"RT @lauraabcarvalho: Engraçado é que a esquerda é acusada de querer controlar os meios de comunicação mas ninguém reclama do que fez Gerald…"
"RT @walder1966: Quantas vezes o Alckmin foi interrompido mesmo? Incrível a diferença de tratamento do dono da TV Cultura, comparado aos out…"
"RT @Crisjungblut: ??Para os afoitos: Alckmin disse que não há hipótese de volta do imposto sindical... Minutos depois diz que os trabalhado…"
"RT @delucca: Alckmin teve a pachorra de dizer que quem escolheu Temer como vice foi o PT. Só deixou de explicar como seu partido, o PSDB, p…"
"Alckmin: Você gosta de café... Não... Eu gosto é de gente!!!!#RodaViva https://t.co/LrqjowkVqk"
"RT @IvanValente: Para quem não sabe o que é aparelhamento de um serviço público para fins privados e de grupos, TV Cultura mostra ao vivo c…"
"@o_antagonista Multiplique tudo o que Alckmin fala por -1 e terão a verdade sobre o que ele fará."
"RT @DCM_online: Diretora de ONG da educação participa do Roda Viva de Alckmin e não pergunta… sobre educação nas gestões do tucano https://…"
"RT @OsvladPereira: Geraldo Alckmin se reúne com dirigentes sindicais em SP | Renova Mídia https://t.co/5qd7o51U9f"
"RT @BuzzFeedNewsBR: @rodaviva Alckmin diz que a relação dele com Doria não está ruim. Perguntam o que ele achou de o afilhado ter deixado a…"
"#RodaViva entrevistador: você tem um hobbie?
Alckmin: eu? 

Aaaaaaaaaaaaah, Mano. Olha esse Cara!"
"Bom programa do Roda Viva com Alckmin. Com segurança e conhecimento vem esclarecendo e definido seus projetos e programas para o Brasil. Importante salientar que também desmente a cizânia de que fez acordo espurio de volta do imposto sindical. Não fez. Não voltará #rodaviva"
"RT @VEJA: Ex-secretário de Alckmin e mais 11 são indiciados por obras do Rodoanel https://t.co/nNQFpMOxFs"
"RT @conexaopolitica: ÚLTIMAS: Polícia Federal indicia ex-secretário de Alckmin e mais 11. https://t.co/7vPITwLfUr"
"RT @nadanovonofront: Nada de planejamento estratégico, visão de país, projeção pro que o Brasil pode ser em cinco ou dez anos. Alckmin quer…"
"RT @Bob_Fernandes: Comentário. Alckmin, do PSDB, fechou com o chamado Centrão. Bolsonaro quer e espera por Janaína Pascoal, que ainda não…"
"RT @LuisCaval1: Depois do Alckmin ressuscitar o imposto sindical, ele vai fazer o quê? Ressuscitar a CPMF?"
"RT @delucca: Alckmin respondeu agora no #RodaViva, por quase dois minutos, uma pergunta sobre corrupção que não citava a Máfia da Merenda o…"
"RT @IvanValente: Para quem não sabe o que é aparelhamento de um serviço público para fins privados e de grupos, TV Cultura mostra ao vivo c…"
"RT @EricAmaral10: SP tem os melhores índices de Segurança do país, tem os melhores presídios e Alckmin foi o 1°a fazer presídios de seguran…"
"RT @renato_rovai: Você pode trocar um papo entre amigos com o Alckmin na TV Cultura por uma entrevista legal com a Manu na Rede Minas.
E ai…"
"Alckmin recomenda o livro 'O elogio do vira-lata e outros ensaios'. #rodaviva"
"RT @Ro_Moller: Geraldo Alckmin 
- Galera do centrão, me apóiem para que eu possa cortar os privilégios que vocês têm??

Centrão
- Claro, já…"
"Alckmin dizendo que JK é seu ídolo. Véi, cê tá doido????? Ctz que os economistas escutam isso e derramam lágrimas logo em seguida"
"RT @nadanovonofront: Sempre falei que Alckmin é provinciano e sempre governou SP como se o estado fosse Pindamonhangaba: de maneira provinc…"
"Alckmin disse que gosta de tomar cafezinho em Pindamonhangaba. No #RodaViva de hoje ele também tomou um cafezinho com os entrevistadores."
"#RodaViva essa entrevista com esse pilantra do Geraldo Alckmin está com Kara de cartas marcadas... essas perguntas estão muito fraquinhas"
"RT @lindberghfarias: Roda Viva com Alckmin parece um chá das cinco entre velhos amigos. Uma cordialidade impressionante. Em comparação com…"
"RT @rosa_riscala: Alckmin no Roda Viva é questionado sobre Lula, Aécio e a crise do PSDB:
O Aécio terá que responder, não passamos a mão n…"
"RT @delucca: Geraldo Alckmin diz que São Paulo tem o melhor sistema penitenciário do Brasil, só não explica como permite que o PCC controle…"
"RT @Desesquerdizada: De @geraldoalckmin no #rodaviva: Nós reduzimos o número de homicídios de 13 mil para 3503 em São Paulo.
FALSO: Consi…"
"RT @cyrusafa: Alckmin quer se vender como um cara que combate à corrupção. Mas em SP, os escândalos de corrupção são em profusão. Só que ne…"
"e o Alckmin termina o #RodaViva na maior alegria...citando JK, Papa Paulo VI"
"RT @coimbraricardo: Outra: ain, não sabíamos em 2014 quem era o Aécio, ainda não tinha a lava Jato Todo mundo avisou quem era o Aécio, SO…"
"RT @delucca: Alckmin lembrando da tradição tucana de não terminar mandatos! #RodaViva #AlckminÉTemer"
"votar em Alckmin é ter mais 4 anos de governo Temer! É ele tb é a favor da Reforma da Previdência #AlckminÉTemer"
"RT @jose_neumanne: Mãos e pés sujos de lama: Para tomar tempo em rádio e TV de seus adversários na eleição, Alckmin assumiu podres de corru…"
